X,Y,Id,ORIG_FID,Lat
252428.13777270727,1455811.8513899352,0,290,
252346.78823432233,1455834.7084666472,0,291,
252334.71637952328,1455847.1984673757,0,292,
252334.59591246676,1455862.5667676833,0,293,
252323.47207354847,1455849.1291135605,0,294,
252291.99609002657,1455867.5890301391,0,295,
252316.74411446229,1455879.7153269909,0,296,
252306.58041823469,1455891.891475264,0,297,
252294.22958749067,1455894.1605572272,0,298,
252313.58111523371,1455912.3341797162,0,299,
252305.64162437525,1455969.3398031145,0,300,
252314.4417975992,1455982.3390778936,0,301,
252247.27574722935,1455879.7874260936,0,302,
252240.87084877305,1455831.1579405461,0,303,
252205.88887664955,1455872.0827660896,0,304,
253508.46233849693,1455663.6112593636,0,305,
253590.98016578425,1455246.4173527602,0,306,
253589.90449201223,1455236.7982340269,0,307,
253596.91322201863,1455210.6831602249,0,308,
253598.45790792815,1455199.0071947407,0,309,
253634.14365638327,1455225.0852416884,0,310,
253650.36264715437,1455262.8281296734,0,311,
253657.98266239185,1455263.502818523,0,312,
253668.84074670542,1455276.046986999,0,313,
253700.95889382809,1455255.8753631264,0,314,
253611.4578887485,1455118.8822414055,0,315,
253576.16456655413,1455013.4313889686,0,316,
253588.34190888796,1455015.8631574791,0,317,
253608.47902171873,1455018.6436829716,0,318,
253711.66672809515,1455043.7130039465,0,319,
248379.44200114347,1454931.0322490688,0,320,
248339.8867137013,1454935.0836894643,0,321,
248355.61291702837,1454919.3244131543,0,322,
248526.3984929733,1454718.7819721382,0,323,
248532.29229514208,1454724.7987383828,0,324,
248561.09162695706,1454681.512139814,0,325,
248494.6307296427,1454630.6615536772,0,326,
248502.57271615695,1454645.1493856367,0,327,
248479.19219489116,1454633.3665068932,0,328,
248517.88086185418,1454596.5975650623,0,329,
248540.98037109617,1454560.1815854907,0,330,
248551.65302265156,1454531.9438727666,0,331,
248569.16946764197,1454530.4670411889,0,332,
248605.02437981591,1454485.6304581109,0,333,
248611.07743509207,1454469.7552503571,0,334,
248605.44635339361,1454446.8765096106,0,335,
248621.53261820599,1454457.9187400136,0,336,
248631.3985988088,1454444.9023965988,0,337,
248640.58079332858,1454437.0814424269,0,338,
248647.3932455685,1454425.9310053401,0,339,
248635.757367393,1454423.2869557403,0,340,
248626.03416099586,1454386.7622976806,0,341,
248638.58688370511,1454397.0008442346,0,342,
248665.72174037062,1454395.8838263415,0,343,
248720.12370170373,1454310.9490400013,0,344,
248747.46733446326,1454258.7262157425,0,345,
248739.96719662752,1454219.5329527035,0,346,
248743.672470605,1454230.7789882235,0,347,
248760.74152107164,1454228.7720465586,0,348,
248744.93153420836,1454131.3440611511,0,349,
248718.24471220095,1454123.9921870586,0,350,
248769.05641723797,1454143.4419370014,0,351,
248778.91828683484,1454126.196863519,0,352,
248790.71247993689,1454151.4067939855,0,353,
248812.17023118585,1454161.2493136711,0,354,
248793.94652425498,1454110.5460125394,0,355,
248799.59876839817,1454091.7526469044,0,356,
248808.64663559664,1454075.7483770438,0,357,
248829.82988108601,1454094.4676853139,0,358,
248844.90370704234,1454104.8139061835,0,359,
248852.72852043062,1454093.6658978164,0,360,
248803.67329372652,1454033.4098441061,0,361,
248858.45176667161,1453861.579121219,0,362,
248857.74375259597,1453880.3582599778,0,363,
248882.70422483981,1453871.6993237659,0,364,
248893.91568059102,1453884.1081343647,0,365,
248887.77664820198,1453903.9117077477,0,366,
248904.13159534428,1453906.9790183101,0,367,
248924.00955810957,1453917.9336851276,0,368,
248905.97518593259,1453893.7520898432,0,369,
248922.31364983972,1453894.3660831638,0,370,
248928.75719921198,1453899.5785587225,0,371,
248939.25847897027,1453901.8629651722,0,372,
248931.63212192617,1453893.0176157318,0,373,
248927.8113752855,1453872.8831017446,0,374,
248913.95101287123,1453858.8392192684,0,375,
248916.97719079815,1453952.3861511536,0,376,
248899.61153973732,1453973.7709903345,0,377,
248891.20838023722,1453982.048441777,0,378,
248891.48408835009,1453956.3681219537,0,379,
248904.1219654344,1453963.8928855415,0,380,
248925.269289352,1453987.3989254665,0,381,
248919.96378553938,1453998.840722464,0,382,
248930.05473579373,1454003.1759141665,0,383,
248942.80569037888,1454014.7449616622,0,384,
248950.87770198844,1454019.9762959667,0,385,
248952.77164538112,1454037.9614490345,0,386,
248938.97907802649,1454031.2663746402,0,387,
248930.91501088906,1454039.745134348,0,388,
248920.68759927619,1454044.4126597047,0,389,
248931.28915182315,1454054.070517702,0,390,
248924.76587825082,1454014.1830195393,0,391,
248909.11219083238,1454016.4520792998,0,392,
248909.68272803817,1454006.7400819976,0,393,
248911.20731490944,1454030.531369118,0,394,
248904.84526892565,1454024.273276126,0,395,
248900.46678480599,1454042.0082577188,0,396,
248893.01535380539,1454055.1465915684,0,397,
248881.83714656066,1454024.4191077203,0,398,
248866.47474604379,1454031.314824637,0,399,
248860.7967827851,1454042.6769137122,0,400,
248864.70092752017,1454060.2319613155,0,401,
248860.09562648181,1454052.4717985727,0,402,
248835.25605513342,1454046.428075349,0,403,
248845.15515548177,1454076.3713101353,0,404,
248857.46456309408,1454080.0963718519,0,405,
248883.84463704005,1454072.9588099625,0,406,
248906.53164039366,1454078.0734077357,0,407,
248918.01726696268,1454080.4631735086,0,408,
248931.01126934029,1454090.5811007787,0,409,
248898.27286783699,1454109.2477759961,0,410,
248916.51211689692,1454137.7970260717,0,411,
248859.28287580144,1454132.3817481659,0,412,
248854.95116492268,1454146.3021389972,0,413,
248875.10679455753,1454138.9773055837,0,414,
248913.14072479308,1454159.4825549275,0,415,
248872.11699691229,1454153.1060838439,0,416,
248856.77113288734,1454162.3532898389,0,417,
248871.54740586132,1454172.1569877807,0,418,
248878.96971894894,1454176.0851923004,0,419,
248844.99892726168,1454171.1870080046,0,420,
248843.60243769549,1454181.1119889934,0,421,
248837.13133449852,1454179.1846814714,0,422,
248845.16808582842,1454190.7239536233,0,423,
248956.39026441611,1454150.5382974558,0,424,
248964.15681073908,1454142.8900954463,0,425,
248956.08011080045,1454164.7594500445,0,426,
248962.82030631509,1454172.95964895,0,427,
248969.89312936179,1454156.1439329479,0,428,
248985.63707816321,1454163.0912725758,0,429,
249007.20682913437,1454154.4407921061,0,430,
248997.84592545219,1454149.1068987623,0,431,
249020.27737837378,1454163.7517018411,0,432,
248988.65494624339,1454140.8992646933,0,433,
248980.43300000206,1454137.7959386371,0,434,
248973.51049453393,1454128.443466818,0,435,
248823.42695161421,1454220.6014271658,0,436,
248814.36689184513,1454235.8380282391,0,437,
248828.08595029451,1454267.8005908411,0,438,
248822.99400470592,1454275.4819027614,0,439,
248795.63792902138,1454283.7476732489,0,440,
248797.99886291102,1454274.8390489444,0,441,
248857.14816489071,1454289.0691161845,0,442,
248908.33445917256,1454308.7784103323,0,443,
248875.0406485917,1454312.1044487152,0,444,
248880.99389610253,1454317.6478776261,0,445,
248889.55870225001,1454323.9994756244,0,446,
248905.33550084848,1454322.2743909284,0,447,
248777.35959385615,1454334.1972012352,0,448,
248766.66048391536,1454351.9243200198,0,449,
248851.26117394958,1454368.3615924791,0,450,
248838.13532617595,1454392.5143608507,0,451,
248852.35109774768,1454397.9019052684,0,452,
248750.57869189139,1454382.9221596383,0,453,
248725.99725154694,1454416.6812203676,0,454,
249484.26292716805,1454991.8261566758,0,455,
249485.10264566261,1454976.5877014864,0,456,
249478.63542006537,1454964.4413625114,0,457,
249493.18201064039,1454951.9714137707,0,458,
249498.92779109254,1454912.6374127436,0,459,
249484.26224289369,1454901.3248106223,0,460,
249470.38243423309,1454921.1431848872,0,461,
249501.7273707157,1454886.4829412233,0,462,
249536.09303148184,1454950.7808457613,0,463,
249697.01341232844,1454870.1382731162,0,464,
249703.89445841033,1454857.7331060786,0,465,
249765.7798464587,1454848.6416552346,0,466,
249791.54944643658,1454854.6212047823,0,467,
249976.52954006288,1454805.5379470643,0,468,
249615.03900473658,1454624.2316928841,0,469,
249599.36543057673,1454672.6032686699,0,470,
249603.57614441495,1454665.5467611328,0,471,
249572.69868453406,1454554.489725152,0,472,
249549.79702108633,1454525.102065688,0,473,
249534.09609373752,1454788.7318461239,0,474,
249529.65041125845,1454770.7591726426,0,475,
249548.0097028641,1454675.3053313643,0,476,
249037.62743210047,1454366.8666936569,0,477,
249049.45102345478,1454325.9719504081,0,478,
249057.35546634812,1454331.1147992369,0,479,
249119.84654083941,1454308.8684606533,0,480,
249086.4976711655,1454249.9547037259,0,481,
249087.19486853573,1454236.4565011784,0,482,
249134.42543819547,1454223.763204325,0,483,
249141.80746990442,1454233.010208156,0,484,
249140.47588983551,1454268.9245393593,0,485,
249151.71683155932,1454272.334909983,0,486,
249133.79734118469,1454281.6022616532,0,487,
249121.76650891732,1454275.3341146838,0,488,
249499.4334286293,1454492.8873259053,0,489,
249508.69437537622,1454503.556520395,0,490,
249515.8520108657,1454496.5526768807,0,491,
249512.00290349871,1454487.4769170191,0,492,
249591.90531014744,1454461.4154296648,0,493,
249581.98345895391,1454466.8678484336,0,494,
249586.1959255822,1454496.4370943215,0,495,
249581.16259798408,1454440.8015191685,0,496,
249599.64907989185,1454436.7024674173,0,497,
249608.8887061039,1454422.4494274985,0,498,
249616.95584770199,1454405.217022093,0,499,
249642.82406038046,1454361.9247768521,0,500,
249657.14755735919,1454485.5666977167,0,501,
249702.83095000684,1454469.4160914645,0,502,
249709.41578088421,1454460.0002132561,0,503,
249713.70534675568,1454443.3975758832,0,504,
249718.02694347035,1454423.9010908622,0,505,
249701.285587769,1454412.5728599634,0,506,
249708.2127867816,1454406.655987272,0,507,
249719.12800951954,1454388.7434060238,0,508,
249722.86656299327,1454381.1872952133,0,509,
249678.43217043485,1454312.902861217,0,510,
249668.29213640094,1454329.0413719658,0,511,
249734.83076739125,1454311.6017542966,0,512,
249751.51535138022,1454322.511498142,0,513,
249770.86398679111,1454316.4856026601,0,514,
249763.49672237877,1454331.5116750281,0,515,
249746.90510933381,1454381.3802209459,0,516,
249717.79929024912,1454397.50326344,0,517,
249773.06353131309,1454279.8969719019,0,518,
249801.28042664565,1454273.1420142334,0,519,
249782.37313437648,1454263.9331451952,0,520,
249814.89213766996,1454327.2287237551,0,521,
249787.11779626831,1454221.4650901016,0,522,
249803.47525993455,1454212.810420353,0,523,
249812.66064509749,1454186.2619953752,0,524,
249854.16825025715,1454237.4166985918,0,525,
250025.66015752219,1454157.8190226182,0,526,
249996.05191629007,1454215.6974218115,0,527,
250009.0280718049,1454085.1206384525,0,528,
250016.7544846097,1454076.3857405204,0,529,
249990.20981469471,1454074.5158572178,0,530,
249969.91459304839,1454085.7832458876,0,531,
250182.8569356082,1454114.601988703,0,532,
250178.28746202588,1454107.0371537916,0,533,
250205.13189938106,1454167.2469874024,0,534,
250234.01571779698,1454052.299945258,0,535,
250222.42119500414,1454003.8032088913,0,536,
250231.32493941765,1454009.7992843967,0,537,
250231.26335233264,1454022.2206830606,0,538,
250301.52976753097,1453976.8385771066,0,539,
250348.52943194471,1454001.9632523954,0,540,
250365.69773461949,1454013.5411076173,0,541,
250364.35675222427,1453986.3256461173,0,542,
250347.13234277442,1453958.4385070056,0,543,
250359.0127433287,1453953.948098952,0,544,
250367.51852938253,1453946.1882741731,0,545,
250385.86742024589,1453939.3487813268,0,546,
250395.07269289903,1453934.005254725,0,547,
250424.95080521423,1453920.9436223675,0,548,
250438.43113644514,1453914.4415928312,0,549,
250452.60083887167,1453908.982736,0,550,
250442.74369024951,1453900.0133189764,0,551,
250452.16949034948,1453889.6614753567,0,552,
250465.01495531108,1453888.598474374,0,553,
250480.76779432409,1453892.5740469117,0,554,
250473.10332076624,1453900.7996758856,0,555,
250488.79781881627,1453888.8511872794,0,556,
250498.32283786591,1453891.1497595832,0,557,
250497.91347871069,1453880.0370955933,0,558,
250387.30278769881,1453982.7074617967,0,559,
250394.83581083547,1453977.0990800019,0,560,
250261.47658180073,1453997.300280096,0,561,
249048.80996576976,1453586.6922036931,0,562,
249045.01880278438,1453595.5308714677,0,563,
249046.00691208988,1453602.1772712301,0,564,
249054.60050399136,1453581.6502096336,0,565,
248964.49049936794,1453783.1373664755,0,566,
248961.89427021705,1453791.5709770918,0,567,
249110.53650903795,1453828.0971457716,0,568,
249113.17533905804,1453850.3137754444,0,569,
249121.5342509551,1453846.7598635107,0,570,
249118.10308154952,1453911.5107402578,0,571,
249073.88795121387,1453977.9517558254,0,572,
249075.36083293892,1453966.596245598,0,573,
249059.35676903464,1453992.6823866349,0,574,
249043.77084890194,1454015.2303306591,0,575,
249036.05262885429,1454040.7219330892,0,576,
249015.53440198023,1454060.1090041623,0,577,
248998.75088759139,1454080.9405956473,0,578,
249009.83788731601,1454079.2369910739,0,579,
248987.92700287886,1454077.0274063125,0,580,
248973.00878881104,1454065.6913284194,0,581,
248962.27791681513,1453998.8327457793,0,582,
248974.26356578991,1454013.0442064963,0,583,
249010.51497068536,1454027.3891519383,0,584,
248993.7604662003,1454033.939626595,0,585,
249078.73289371282,1454062.3013871312,0,586,
249046.27728954609,1454074.6754909419,0,587,
249030.89252539538,1454071.0239755735,0,588,
249034.51854063664,1454086.9941775706,0,589,
249021.7167560868,1454091.0799554288,0,590,
249029.48622624483,1454100.7789357789,0,591,
249029.94426626805,1454113.2215796616,0,592,
249013.29387475085,1454111.1355867088,0,593,
249001.99945112038,1454101.5708800778,0,594,
248991.76161999349,1454110.2718843091,0,595,
249007.81371439621,1454127.4204907529,0,596,
249031.55016126484,1454137.157409586,0,597,
248999.74260269571,1454048.2485009618,0,598,
249003.90031068679,1454038.9459213763,0,599,
248993.98312576395,1454060.6266803239,0,600,
249033.23394879606,1454125.2850069162,0,601,
249085.95559077337,1454107.6643291637,0,602,
249060.18559937831,1454124.6030609049,0,603,
249056.74013137538,1454142.2202276569,0,604,
249060.67665528134,1454156.4982694462,0,605,
249040.35330734309,1454170.6898863725,0,606,
249058.98993315641,1454171.059913734,0,607,
249051.38230590429,1454192.1814769842,0,608,
249031.07633566391,1454195.5773059372,0,609,
249036.93025362026,1454203.5313583054,0,610,
249052.38253660407,1454215.0628861915,0,611,
248993.74680822343,1454187.5756550357,0,612,
248978.80719143059,1454199.5363618303,0,613,
249090.72748296615,1454202.554915728,0,614,
249096.9902290795,1454208.5505172089,0,615,
249161.79588862509,1454154.1890598498,0,616,
250421.1205740869,1453974.1847746111,0,617,
250538.18942853436,1453976.4214826059,0,618,
250558.82212028746,1453925.7308160607,0,619,
250593.3983237138,1453927.9437556677,0,620,
250570.35106064472,1453917.8804019131,0,621,
250538.86833041441,1453858.0774382297,0,622,
250517.53680301923,1453866.7841689065,0,623,
250665.14759338927,1453833.4419245478,0,624,
250683.2442187313,1453779.4845330436,0,625,
250652.07477154862,1453753.6845810097,0,626,
250695.59265922848,1453736.7823193092,0,627,
250679.13415781967,1453761.643234944,0,628,
253170.3535378594,1454406.1673580464,0,629,
252738.9967843378,1454100.3590509985,0,630,
252752.7024251828,1454112.4692088421,0,631,
252799.27808834892,1454151.7867414765,0,632,
252836.62483564951,1454197.5804262608,0,633,
252857.92576306593,1454212.5919355117,0,634,
252863.97619243711,1454222.3686268814,0,635,
252690.59426947962,1454007.9283533078,0,636,
